,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCurrently,negative,negativeIncrease,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsViral,recovered,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsPeopleAntibody,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
177,11-09-2020,MA,9180,8971,14,209,12411,12411,330,10,60,1803416,18963,22,123986,122202,440,0,160811,107501,0,2905353,52803,115893,1925618,19406,2905353,52803
178,10-09-2020,MA,9166,8957,20,209,12401,12401,355,14,59,1784453,17526,21,123546,121759,403,0,160263,107501,0,2852550,53965,115578,1906212,17889,2852550,53965
179,09-09-2020,MA,9146,8937,5,209,12387,12387,338,19,49,1766927,11168,21,123143,121396,181,0,159836,107501,0,2798585,40201,115319,1888323,11350,2798585,40201
180,08-09-2020,MA,9141,8933,8,208,12368,12368,328,11,47,1755759,9271,24,122962,121214,171,0,159560,105769,0,2758384,30231,115057,1876973,9439,2758384,30231
181,07-09-2020,MA,9133,8925,8,208,12357,12357,322,7,56,1746488,9648,20,122791,121046,229,0,159337,105769,0,2728153,23641,115013,1867534,9870,2728153,23641
182,06-09-2020,MA,9125,8917,9,208,12350,12350,312,3,52,1736840,17361,22,122562,120824,366,0,159076,105769,0,2704512,44050,114941,1857664,17731,2704512,44050
183,05-09-2020,MA,9116,8907,16,209,12347,12347,325,12,48,1719479,20373,25,122196,120454,438,0,158624,105769,0,2660462,60150,114635,1839933,20789,2660462,60150
184,04-09-2020,MA,9100,8892,23,208,12335,12335,333,10,60,1699106,17340,26,121758,120038,212,0,158114,105769,0,2600312,39443,114277,1819144,17559,2600312,39443
185,03-09-2020,MA,9077,8870,17,207,12325,12325,312,30,61,1681766,31191,28,121546,119819,415,0,157684,105769,0,2560869,82387,114108,1801585,31584,2560869,82387
186,02-09-2020,MA,9060,8853,-4,207,12295,12295,308,-91,58,1650575,15291,29,121131,119426,-7757,0,157208,103920,0,2478482,30141,113667,1770001,15579,2478482,30141
187,01-09-2020,MA,9064,8831,4,232,12386,12386,320,22,55,1635284,21300,29,128888,119138,355,0,156836,103920,0,2448341,43915,112996,1754422,21654,2448341,43915
188,31-08-2020,MA,9060,8827,11,232,12364,12364,314,3,56,1613984,18439,22,128533,118784,304,0,156404,103920,0,2404426,31862,112727,1732768,18740,2404426,31862
189,30-08-2020,MA,9049,8816,13,232,12361,12361,290,3,62,1595545,16420,25,128229,118483,199,0,156076,103920,0,2372564,32895,112603,1714028,16594,2372564,32895
190,29-08-2020,MA,9036,8803,13,232,12358,12358,305,24,62,1579125,23461,26,128030,118309,446,0,155842,103920,0,2339669,48917,112464,1697434,23882,2339669,48917
191,28-08-2020,MA,9023,8791,16,232,12334,12334,312,16,60,1555664,23278,26,127584,117888,460,0,155347,103920,0,2290752,44126,111578,1673552,23716,2290752,44126
192,27-08-2020,MA,9007,8775,20,232,12318,12318,333,19,61,1532386,24975,29,127124,117450,368,0,154839,103920,0,2246626,52284,111148,1649836,25340,2246626,52284
193,26-08-2020,MA,8987,8755,27,232,12299,12299,356,20,68,1507411,19429,29,126756,117085,336,0,154356,103920,0,2194342,36478,110379,1624496,19744,2194342,36478
194,25-08-2020,MA,8960,8729,12,231,12279,12279,327,11,61,1487982,22425,28,126420,116770,398,0,153951,102205,0,2157864,34873,109535,1604752,22774,2157864,34873
195,24-08-2020,MA,8948,8717,27,231,12268,12268,308,12,62,1465557,37244,26,126022,116421,662,0,153528,102205,0,2122991,58462,109138,1581978,37815,2122991,58462
196,23-08-2020,MA,8921,8690,0,231,12256,12256,315,0,50,1428313,0,20,125360,115850,0,0,152852,102205,0,2064529,0,108343,1544163,0,2064529,0
197,22-08-2020,MA,8921,8690,20,231,12256,12256,315,11,50,1428313,8192,20,125360,115850,144,0,152852,102205,0,2064529,13658,108343,1544163,8301,2064529,13658
198,21-08-2020,MA,8901,8670,13,231,12245,12245,322,20,66,1420121,26327,15,125216,115741,488,0,152702,102205,0,2050871,41809,108011,1535862,26758,2050871,41809
199,20-08-2020,MA,8888,8657,12,231,12225,12225,379,12,62,1393794,21569,23,124728,115310,313,0,152204,102205,0,2009062,34144,107203,1509104,21831,2009062,34144
200,19-08-2020,MA,8876,8645,37,231,12213,12213,365,21,66,1372225,19246,27,124415,115048,827,0,151869,102205,0,1974918,28401,106540,1487273,19508,1974918,28401
201,18-08-2020,MA,8839,8617,6,222,12192,12192,374,14,66,1352979,11478,23,123588,114786,175,0,151543,100486,0,1946517,16626,105874,1467765,11653,1946517,16626
202,17-08-2020,MA,8833,8611,4,222,12178,12178,367,5,59,1341501,14733,22,123413,114611,213,0,151327,100486,0,1929891,21416,105540,1456112,14946,1929891,21416
203,16-08-2020,MA,8829,8607,11,222,12173,12173,372,3,65,1326768,15164,28,123200,114398,303,0,151061,100486,0,1908475,22176,105287,1441166,15467,1908475,22176
204,15-08-2020,MA,8818,8596,14,222,12170,12170,375,20,65,1311604,22603,27,122897,114095,366,0,150687,100486,0,1886299,33267,104872,1425699,22969,1886299,33267
205,14-08-2020,MA,8804,8582,14,222,12150,12150,398,19,58,1289001,21340,31,122531,113729,212,0,150223,100486,0,1853032,32001,104191,1402730,21552,1853032,32001
206,13-08-2020,MA,8790,8568,21,222,12131,12131,401,22,61,1267661,27560,26,122319,113517,319,0,149968,100486,0,1821031,39483,103573,1381178,27879,1821031,39483
207,12-08-2020,MA,8769,8547,18,222,12109,12109,422,20,64,1240101,15464,33,122000,113198,293,0,149570,100486,0,1781548,28,102782,1353299,15693,1781548,28
208,11-08-2020,MA,8751,8529,10,222,12089,12089,387,27,70,1224637,14676,33,121707,112969,392,0,149568,99021,0,1781520,3418,102208,1337606,14972,1781520,3418
209,10-08-2020,MA,8741,8519,6,222,12062,12062,380,8,60,1209961,11062,25,121315,112673,275,0,149527,99021,0,1778102,14941,101714,1322634,11276,1778102,14941
210,09-08-2020,MA,8735,8514,14,221,12054,12054,375,10,60,1198899,16866,26,121040,112459,329,0,149301,99021,0,1763161,7683,101485,1311358,17152,1763161,7683
211,08-08-2020,MA,8721,8500,12,221,12044,12044,386,22,68,1182033,16269,30,120711,112173,420,0,149234,99021,0,1755478,12031,101139,1294206,16589,1755478,12031
212,07-08-2020,MA,8709,8488,18,221,12022,12022,390,15,69,1165764,14420,30,120291,111853,417,0,149046,99021,0,1743447,21888,100383,1277617,14740,1743447,21888
213,06-08-2020,MA,8691,8470,32,221,12007,12007,403,14,73,1151344,11393,32,119874,111533,231,0,148701,99021,0,1721559,23143,99768,1262877,11555,1721559,23143
214,05-08-2020,MA,8659,8438,2,221,11993,11993,396,20,57,1139951,16878,21,119643,111371,440,0,148290,99021,0,1698416,25338,99170,1251322,17216,1698416,25338
215,04-08-2020,MA,8657,8436,9,221,11973,11973,354,31,56,1123073,14878,29,119203,111033,546,0,147889,97595,0,1673078,24389,98298,1234106,15316,1673078,24389
216,03-08-2020,MA,8648,8427,10,221,11942,11942,375,6,64,1108195,12113,24,118657,110595,199,0,147503,97595,0,1648689,26960,97515,1218790,12278,1648689,26960
217,02-08-2020,MA,8638,8417,12,221,11936,11936,406,6,68,1096082,12959,33,118458,110430,418,0,147080,97595,0,1621729,8178,97293,1206512,13312,1621729,8178
218,01-08-2020,MA,8626,8406,17,220,11930,11930,369,22,53,1083123,12305,26,118040,110077,428,0,146945,97595,0,1613551,11055,96964,1193200,12595,1613551,11055
219,31-07-2020,MA,8609,8389,14,220,11908,11908,347,15,58,1070818,18764,28,117612,109787,514,0,146758,97595,0,1602496,21526,96180,1180605,19151,1602496,21526
220,30-07-2020,MA,8595,8375,15,220,11893,11893,367,17,55,1052054,11920,29,117098,109400,414,0,146308,97595,0,1580970,22921,95217,1161454,12224,1580970,22921
221,29-07-2020,MA,8580,8360,29,220,11876,11876,390,21,62,1040134,15200,23,116684,109096,502,0,145779,97595,0,1558049,22042,94348,1149230,15556,1558049,22042
222,28-07-2020,MA,8551,8331,15,220,11855,11855,364,22,54,1024934,9703,27,116182,108740,256,0,145395,96452,0,1536007,25590,93124,1133674,9881,1536007,25590
223,27-07-2020,MA,8536,8317,7,219,11833,11833,350,5,57,1015231,10109,28,115926,108562,289,0,144998,96452,0,1510417,22023,92664,1123793,10291,1510417,22023
224,26-07-2020,MA,8529,8310,19,219,11828,11828,364,15,56,1005122,9507,30,115637,108380,369,0,144566,96452,0,1488394,7350,92459,1113502,9780,1488394,7350
225,25-07-2020,MA,8510,8291,12,219,11813,11813,371,28,50,995615,11120,27,115268,108107,283,0,144440,96452,0,1481044,11377,91756,1103722,11330,1481044,11377
226,24-07-2020,MA,8498,8279,14,219,11785,11785,397,15,49,984495,12890,29,114985,107897,338,0,144243,96452,0,1469667,17274,89569,1092392,13104,1469667,17274
227,23-07-2020,MA,8484,8265,16,219,11770,11770,351,9,59,971605,15863,30,114647,107683,327,0,143913,96452,0,1452393,20211,88712,1079288,16133,1452393,20211
228,22-07-2020,MA,8468,8249,18,219,11761,11761,532,15,63,955742,10594,37,114320,107413,287,0,143566,96452,0,1432182,18328,87346,1063155,10786,1432182,18328
229,21-07-2020,MA,8450,8231,17,219,11746,11746,513,24,63,945148,7656,33,114033,107221,244,0,143238,95390,0,1413854,19710,87006,1052369,7821,1413854,19710
230,20-07-2020,MA,8433,8214,2,219,11722,11722,483,5,67,937492,10491,38,113789,107056,255,0,142899,95390,0,1394144,17430,86433,1044548,10665,1394144,17430
231,19-07-2020,MA,8431,8213,12,218,11717,11717,498,8,64,927001,13406,41,113534,106882,296,0,142539,95390,0,1376714,7616,86165,1033883,13624,1376714,7616
232,18-07-2020,MA,8419,8201,17,218,11709,11709,499,18,86,913595,11887,43,113238,106664,359,0,142431,95390,0,1369098,10959,85623,1020259,12064,1369098,10959
233,17-07-2020,MA,8402,8184,22,218,11691,11691,515,28,76,901708,12605,34,112879,106487,298,0,142262,95390,0,1358139,17990,84539,1008195,12821,1358139,17990
234,16-07-2020,MA,8380,8163,12,217,11663,11663,557,12,77,889103,12737,38,112581,106271,234,0,141964,95390,0,1340149,17586,83598,995374,12880,1340149,17586
235,15-07-2020,MA,8368,8152,28,216,11651,11651,580,26,80,876366,10282,40,112347,106128,217,0,141646,95390,0,1322563,20921,82409,982494,10424,1322563,20921
236,14-07-2020,MA,8340,8125,10,215,11625,11625,560,14,93,866084,11768,37,112130,105986,303,0,141265,94347,0,1301642,20900,81525,972070,11971,1301642,20900
237,13-07-2020,MA,8330,8115,5,215,11611,11611,570,3,89,854316,8433,46,111827,105783,230,0,140951,94347,0,1280742,20035,80888,960099,8587,1280742,20035
238,12-07-2020,MA,8325,8110,15,215,11608,11608,583,8,93,845883,10947,43,111597,105629,199,0,140577,94347,0,1260707,7040,80573,951512,11119,1260707,7040
239,11-07-2020,MA,8310,8095,14,215,11600,11600,572,18,87,834936,7430,44,111398,105457,288,0,140469,94347,0,1253667,10216,80061,940393,7597,1253667,10216
240,10-07-2020,MA,8296,8081,28,215,11582,11582,632,23,98,827506,12642,47,111110,105290,213,0,140318,94347,0,1243451,18260,79073,932796,12794,1243451,18260
241,09-07-2020,MA,8268,8053,25,215,11559,11559,635,42,103,814864,9471,42,110897,105138,295,0,139990,94347,0,1225191,17740,78417,920002,9648,1225191,17740
242,08-07-2020,MA,8243,8028,30,215,11517,11517,662,28,102,805393,8971,49,110602,104961,264,0,139637,94347,0,1207451,19505,77150,910354,9133,1207451,19505
243,07-07-2020,MA,8213,7998,15,215,11489,11489,621,20,104,796422,7142,50,110338,104799,201,0,139336,93157,0,1187946,19712,76090,901221,7282,1187946,19712
244,06-07-2020,MA,8198,7983,15,215,11469,11469,603,6,99,789280,7569,51,110137,104659,163,0,139011,93157,0,1168234,16979,75795,893939,7726,1168234,16979
245,05-07-2020,MA,8183,7968,11,215,11463,11463,636,2,100,781711,5782,46,109974,104502,136,0,138662,93157,0,1151255,6645,75636,886213,5893,1151255,6645
246,04-07-2020,MA,8172,7958,23,214,11461,11461,640,25,107,775929,7777,51,109838,104391,210,0,138527,93157,0,1144610,4277,75302,880320,7940,1144610,4277
247,03-07-2020,MA,8149,7935,17,214,11436,11436,656,44,106,768152,11232,55,109628,104228,290,0,138420,93157,0,1140333,8339,74598,872380,11444,1140333,8339
248,02-07-2020,MA,8132,7918,51,214,11392,11392,681,40,113,756920,7628,52,109338,104016,195,0,138258,93157,0,1131994,13916,73613,860936,7786,1131994,13916
249,01-07-2020,MA,8081,7902,27,179,11352,11352,760,15,123,749292,10033,65,109143,103858,261,0,137915,93157,0,1118078,14528,72752,853150,10190,1118078,14528
250,30-06-2020,MA,8054,7874,-41,180,11337,11337,733,-8,120,739259,5740,63,108882,103701,114,0,137597,93157,0,1103550,16112,71686,842960,5813,1103550,16112
251,29-06-2020,MA,8095,7895,35,200,11345,11345,762,26,138,733519,6392,79,108768,103628,101,0,137252,93157,0,1087438,16112,70768,837147,6481,1087438,16112
252,28-06-2020,MA,8060,7860,19,200,11319,11319,748,9,134,727127,9228,81,108667,103539,224,0,136938,93157,0,1071326,6248,70476,830666,9391,1071326,6248
253,27-06-2020,MA,8041,7841,28,200,11310,11310,769,19,143,717899,11884,90,108443,103376,373,0,136818,93157,0,1065078,7836,69826,821275,12189,1065078,7836
254,26-06-2020,MA,8013,7815,50,198,11291,11291,791,39,156,706015,8396,99,108070,103071,233,0,136627,93157,0,1057242,13231,68259,809086,8545,1057242,13231
255,25-06-2020,MA,7963,7776,25,187,11252,11252,822,33,174,697619,10158,101,107837,102922,226,0,136298,93157,0,1044011,12646,66753,800541,10318,1044011,12646
256,24-06-2020,MA,7938,7752,48,186,11219,11219,939,62,181,687461,7258,98,107611,102762,172,0,135964,91404,0,1031365,13998,65845,790223,7369,1031365,13998
257,23-06-2020,MA,7890,7710,16,180,11157,11157,953,63,181,680203,7350,112,107439,102651,229,0,135621,91404,0,1017367,14067,65313,782854,7532,1017367,14067
258,22-06-2020,MA,7874,7694,16,180,11094,11094,920,9,180,672853,6594,107,107210,102469,149,0,135290,91404,0,1003300,13590,64592,775322,6730,1003300,13590
259,21-06-2020,MA,7858,7677,30,181,11085,11085,927,9,194,666259,8258,111,107061,102333,125,0,134874,91404,0,989710,5228,64266,768592,8363,989710,5228
260,20-06-2020,MA,7828,7647,28,181,11076,11076,964,40,200,658001,13844,118,106936,102228,286,0,134754,91404,0,984482,7208,63736,760229,14067,984482,7208
261,19-06-2020,MA,7800,7619,30,181,11036,11036,994,51,199,644157,9319,124,106650,102005,228,0,134592,91404,0,977274,11621,62591,746162,9471,977274,11621
262,18-06-2020,MA,7770,7591,36,179,10985,10985,968,60,227,634838,8943,125,106422,101853,271,0,134278,91404,0,965653,17340,61085,736691,9142,965653,17340
263,17-06-2020,MA,7734,7568,69,166,10925,10925,998,58,227,625895,8133,135,106151,101654,266,0,133872,88725,0,948313,17892,59940,727549,8313,948313,17892
264,16-06-2020,MA,7665,7508,18,157,10867,10867,1045,50,244,617762,6221,151,105885,101474,195,0,133424,88725,0,930421,13700,58795,719236,6361,930421,13700
265,15-06-2020,MA,7647,7490,23,157,10817,10817,1026,15,253,611541,4434,167,105690,101334,87,0,133033,88725,0,916721,14126,57886,712875,4492,916721,14126
266,14-06-2020,MA,7624,7467,48,157,10802,10802,1039,30,244,607107,8906,156,105603,101276,208,0,132541,88725,0,902595,5039,57582,708383,9112,902595,5039
267,13-06-2020,MA,7576,7420,38,156,10772,10772,1069,46,249,598201,9901,162,105395,101070,336,0,132395,88725,0,897556,6435,57048,699271,10160,897556,6435
268,12-06-2020,MA,7538,7382,46,156,10726,10726,1143,72,276,588300,9879,170,105059,100811,392,0,132202,88725,0,891121,13004,55784,689111,10186,891121,13004
269,11-06-2020,MA,7492,7337,38,155,10654,10654,1260,72,296,578421,10487,181,104667,100504,511,0,131718,88725,0,878117,13081,54574,678925,10833,878117,13081
270,10-06-2020,MA,7454,7300,46,154,10582,10582,1345,75,319,567934,9831,200,104156,100158,267,0,131213,84621,0,865036,13436,53040,668092,10034,865036,13436
271,09-06-2020,MA,7408,7255,55,153,10507,10507,1397,82,315,558103,4460,202,103889,99955,263,0,130653,84621,0,851600,14355,52144,658058,4660,851600,14355
272,08-06-2020,MA,7353,7217,37,136,10425,10425,1415,32,322,553643,4589,209,103626,99755,190,0,130010,84621,0,837245,13946,51404,653398,4782,837245,13946
273,07-06-2020,MA,7316,7179,27,137,10393,10393,1442,24,335,549054,7547,221,103436,99562,304,0,129333,84621,0,823299,4975,51146,648616,7808,823299,4975
274,06-06-2020,MA,7289,7152,54,137,10369,10369,1529,66,359,541507,9295,238,103132,99301,575,0,129081,84621,0,818324,6265,50575,640808,9800,818324,6265
275,05-06-2020,MA,7235,7097,34,138,10303,10303,1533,65,350,532212,9340,238,102557,98796,494,0,128793,84621,0,812059,11524,49556,631008,9760,812059,11524
276,04-06-2020,MA,7201,7062,49,139,10238,10238,1637,87,401,522872,6703,249,102063,98376,471,0,128133,84621,0,800535,12024,48436,621248,7115,800535,12024
277,03-06-2020,MA,7152,7012,67,140,10151,10151,1684,88,393,516169,7937,263,101592,97964,429,0,127383,78108,0,788511,13111,47414,614133,8362,788511,13111
278,02-06-2020,MA,7085,6944,50,141,10063,10063,1657,111,394,508232,5604,269,101163,97539,358,0,126513,78108,0,775400,13074,46565,605771,5852,775400,13074
279,01-06-2020,MA,7035,6894,189,141,9952,9952,1747,129,404,502628,6740,289,100805,97291,3840,0,125632,78108,0,762326,12892,0,599919,7066,762326,12892
280,31-05-2020,MA,6846,6846,78,0,9823,9823,1824,34,436,495888,9670,0,96965,96965,664,0,124696,78108,0,749434,5062,0,592853,10334,749434,5062
281,30-05-2020,MA,6768,6768,50,0,9789,9789,1904,64,453,486218,9985,0,96301,96301,789,0,124398,78108,0,744372,7555,0,582519,10774,744372,7555
282,29-05-2020,MA,6718,6718,78,0,9725,9725,1991,107,485,476233,8805,0,95512,95512,617,0,123935,78108,0,736817,13476,0,571745,9422,736817,13476
283,28-05-2020,MA,6640,6640,93,0,9618,9618,2112,126,529,467428,9504,0,94895,94895,675,0,122913,78108,0,723341,12813,0,562323,16842,723341,12813
284,27-05-2020,MA,6547,6473,74,0,9492,9492,2106,104,556,457924,6136,0,94220,93693,527,0,121749,0,0,710528,13943,0,545481,0,710528,13943
285,26-05-2020,MA,6473,6473,57,0,9388,9388,2108,49,560,451788,4498,0,93693,93693,422,0,120525,0,0,696585,15436,0,545481,4920,696585,15436
286,25-05-2020,MA,6416,6416,44,0,9339,9339,2132,31,576,447290,7592,0,93271,93271,596,0,118983,0,0,681149,4566,0,540561,8188,681149,4566
287,24-05-2020,MA,6372,6372,68,0,9308,9308,2169,48,558,439698,10374,0,92675,92675,1013,0,118601,0,0,676583,5559,0,532373,11387,676583,5559
288,23-05-2020,MA,6304,6304,76,0,9260,9260,2237,98,610,429324,8569,0,91662,91662,773,0,118092,0,0,671024,6712,0,520986,9342,671024,6712
289,22-05-2020,MA,6228,6228,80,0,9162,9162,2323,122,628,420755,9353,0,90889,90889,805,0,117464,0,0,664312,14811,0,511644,10158,664312,14811
290,21-05-2020,MA,6148,6148,82,0,9040,9040,2396,143,647,411402,10419,0,90084,90084,1114,0,115960,0,0,649501,15944,0,501486,11533,649501,15944
291,20-05-2020,MA,6066,6066,128,0,8897,8897,2518,131,675,400983,11968,0,88970,88970,1045,0,114290,0,0,633557,16910,0,489953,13013,633557,16910
292,19-05-2020,MA,5938,5938,76,0,8766,8766,2472,145,672,389015,6868,0,87925,87925,873,0,112611,0,0,616647,16689,0,476940,7741,616647,16689
293,18-05-2020,MA,5862,5862,65,0,8621,8621,2533,82,674,382147,7331,0,87052,87052,1042,0,110751,0,0,599958,17590,0,469199,8373,599958,17590
294,17-05-2020,MA,5797,5797,92,0,8539,8539,2597,83,702,374816,11660,0,86010,86010,1077,0,108607,0,0,582368,5855,0,460826,12737,582368,5855
295,16-05-2020,MA,5705,5705,113,0,8456,8456,2692,142,747,363156,10898,0,84933,84933,1512,0,108011,0,0,576513,9340,0,448089,12410,576513,9340
296,15-05-2020,MA,5592,5592,110,0,8314,8314,2767,107,749,352258,10079,0,83421,83421,1239,0,106978,0,0,567173,17768,0,435679,25647,567173,17768
297,14-05-2020,MA,5482,5382,167,0,8207,8207,2859,175,781,342179,12644,0,82182,82182,1685,0,105126,0,0,549405,17377,0,410032,8536,549405,17377
298,13-05-2020,MA,5315,5315,174,0,8032,8032,3101,190,794,329535,7371,0,80497,80497,1165,0,103043,0,0,532028,17922,0,401496,401496,532028,17922
299,12-05-2020,MA,5141,5141,33,0,7842,7842,3127,110,818,322164,5898,0,79332,79332,870,0,100934,0,0,514106,17359,0,0,0,514106,17359
300,11-05-2020,MA,5108,5108,129,0,7732,7732,3102,115,813,316266,5670,0,78462,78462,669,0,98664,0,0,496747,15642,0,0,0,496747,15642
301,10-05-2020,MA,4979,4979,139,0,7617,7617,3128,66,810,310596,10802,0,77793,77793,1050,0,96540,0,0,481105,4559,0,0,0,481105,4559
302,09-05-2020,MA,4840,4840,138,0,7551,7551,3229,117,814,299794,9104,0,76743,76743,1410,0,95866,0,0,476546,7688,0,0,0,476546,7688
303,08-05-2020,MA,4702,4702,150,0,7434,7434,3349,197,826,290690,12779,0,75333,75333,1612,0,94841,0,0,468858,16945,0,0,0,468858,16945
304,07-05-2020,MA,4552,4552,132,0,7237,7237,3436,157,852,277911,10297,0,73721,73721,1696,0,92617,0,0,451913,17091,0,0,0,451913,17091
305,06-05-2020,MA,4420,4420,208,0,7080,7080,3564,249,922,267614,4536,0,72025,72025,1754,0,90148,0,0,434822,16685,0,0,0,434822,16685
306,05-05-2020,MA,4212,4212,122,0,6831,6831,3542,209,914,263078,7897,0,70271,70271,1184,0,87665,0,0,418137,16013,0,0,0,418137,16013
307,04-05-2020,MA,4090,4090,86,0,6622,6622,3539,115,908,255181,8622,0,69087,69087,1000,0,85160,0,0,402124,15444,0,0,0,402124,15444
308,03-05-2020,MA,4004,4004,158,0,6507,6507,3617,129,904,246559,13828,0,68087,68087,1824,0,82450,0,0,386680,6462,0,0,0,386680,6462
309,02-05-2020,MA,3846,0,130,0,6378,6378,3601,209,921,232731,7406,0,66263,66263,1952,0,81449,0,0,380218,9197,0,0,0,380218,9197
310,01-05-2020,MA,3716,0,154,0,6169,6169,3716,227,947,225325,11883,0,64311,64311,2106,0,80037,0,0,371021,17290,0,0,0,371021,17290
311,30-04-2020,MA,3562,0,157,0,5942,5942,3803,184,1001,213442,8089,0,62205,62205,1940,0,77305,0,0,353731,16874,0,0,0,353731,16874
312,29-04-2020,MA,3405,0,252,0,5758,5758,3856,243,1011,205353,9155,0,60265,60265,1963,0,74600,0,0,336857,15514,0,0,0,336857,15514
313,28-04-2020,MA,3153,0,150,0,5515,5515,3875,278,1005,196198,7773,0,58302,58302,1840,0,71775,0,0,321343,15275,0,0,0,321343,15275
314,27-04-2020,MA,3003,0,104,0,5237,5237,3892,133,1089,188425,7263,0,56462,56462,1524,0,69008,0,0,306068,13795,0,0,0,306068,13795
315,26-04-2020,MA,2899,0,22,0,5104,5104,3879,139,1077,181162,7665,0,54938,54938,1590,0,66238,0,0,292273,6208,0,0,0,292273,6208
316,25-04-2020,MA,2877,0,0,0,4965,4965,3879,213,1058,173497,24444,0,53348,53348,7325,0,65072,0,0,286065,10266,0,0,0,286065,10266
317,24-04-2020,MA,2877,0,108,0,4752,4752,3847,259,1034,149053,0,0,46023,46023,0,0,63242,0,0,275799,14903,0,0,0,275799,14903
318,23-04-2020,MA,2769,0,172,0,4493,4493,3851,237,1034,149053,11535,0,46023,46023,3079,0,60424,0,0,260896,13425,0,0,0,260896,13425
319,22-04-2020,MA,2597,0,148,0,4256,4256,3890,247,1050,137518,3345,0,42944,42944,1745,0,57491,0,0,247471,15397,0,0,0,247471,15397
320,21-04-2020,MA,2449,0,146,0,4009,4009,3977,137,1040,134173,10009,0,41199,41199,3122,0,54261,0,0,232074,11823,0,0,0,232074,11823
321,20-04-2020,MA,2303,0,157,0,3872,3872,3872,83,987,124164,0,0,38077,38077,0,0,51550,0,0,220251,12963,0,0,0,220251,12963
322,19-04-2020,MA,2146,0,163,0,3789,3789,3789,61,987,124164,3730,0,38077,38077,1705,0,48441,0,0,207288,5596,0,0,0,207288,5596
323,18-04-2020,MA,1983,0,161,0,3728,3728,3728,-28,987,120434,6092,0,36372,36372,1970,0,47174,0,0,201692,7478,0,0,0,201692,7478
324,17-04-2020,MA,1822,0,155,0,3756,3756,3756,30,987,114342,5750,0,34402,34402,2221,0,45466,0,0,194214,13125,0,0,0,194214,13125
325,16-04-2020,MA,1667,0,165,0,3726,3726,3726,89,973,108592,6487,0,32181,32181,2263,0,42142,0,0,181089,10706,0,0,0,181089,10706
326,15-04-2020,MA,1502,0,173,0,3637,3637,3637,21,973,102105,3717,0,29918,29918,1755,0,39345,0,0,170383,11653,0,0,0,170383,11653
327,14-04-2020,MA,1329,0,118,0,3616,3616,3616,131,0,98388,3206,0,28163,28163,1296,0,36432,0,0,158730,11345,0,0,0,158730,11345
328,13-04-2020,MA,1211,0,155,0,3485,3485,3485,971,0,95182,3927,0,26867,26867,1392,0,33218,0,0,147385,7504,0,0,0,147385,7504
329,12-04-2020,MA,1056,0,110,0,2514,2514,2514,7,0,91255,5339,0,25475,25475,2615,0,30955,0,0,139881,3802,0,0,0,139881,3802
330,11-04-2020,MA,946,0,114,0,2507,2507,2507,72,0,85916,4518,0,22860,22860,1886,0,29883,0,0,136079,5306,0,0,0,136079,5306
331,10-04-2020,MA,832,0,107,0,2435,2435,2435,133,0,81398,5381,0,20974,20974,2033,0,28410,0,0,130773,8851,0,0,0,130773,8851
332,09-04-2020,MA,725,0,110,0,2302,2302,2302,183,0,76017,5296,0,18941,18941,2151,0,26096,0,0,121922,7775,0,0,0,121922,7775
333,08-04-2020,MA,615,0,100,0,2119,2119,2119,288,0,70721,4579,0,16790,16790,1588,0,23820,0,0,114147,7958,0,0,0,114147,7958
334,07-04-2020,MA,515,0,67,0,1831,1831,1831,164,0,66142,3550,0,15202,15202,1365,0,21713,0,0,106189,7622,0,0,0,106189,7622
335,06-04-2020,MA,448,0,78,0,1667,1667,1667,35,0,62592,3155,0,13837,13837,1337,0,19472,0,0,98567,7580,0,0,0,98567,7580
336,05-04-2020,MA,370,0,66,0,1632,1632,1632,262,0,59437,2373,0,12500,12500,764,0,17371,0,0,90987,4102,0,0,0,90987,4102
337,04-04-2020,MA,304,0,39,0,1370,1370,1370,404,0,57064,4504,0,11736,11736,1334,0,16294,0,0,86885,4744,0,0,0,86885,4744
338,03-04-2020,MA,265,0,36,0,966,966,0,153,0,52560,4918,0,10402,10402,1436,0,14972,0,0,82141,6567,0,0,0,82141,6567
339,02-04-2020,MA,229,0,42,0,813,813,0,131,0,47642,3642,0,8966,8966,1228,0,13347,0,0,75574,6004,0,0,0,75574,6004
340,01-04-2020,MA,187,0,34,0,682,682,0,120,0,44000,3685,0,7738,7738,1118,0,11943,0,0,69570,5576,0,0,0,69570,5576
341,31-03-2020,MA,153,0,29,0,562,562,0,109,0,40315,3274,0,6620,6620,868,0,10520,0,0,63994,5930,0,0,0,63994,5930
342,30-03-2020,MA,124,0,25,0,453,453,0,54,0,37041,2930,0,5752,5752,797,0,9117,0,0,58064,5581,0,0,0,58064,5581
343,29-03-2020,MA,99,0,27,0,399,399,0,49,0,34111,3319,0,4955,4955,698,0,7800,0,0,52483,2473,0,0,0,52483,2473
344,28-03-2020,MA,72,0,15,0,350,350,0,131,0,30792,4661,0,4257,4257,1017,0,7224,0,0,50010,3202,0,0,0,50010,3202
